gene	YNB_NH4_GLU_20180713	YNB_NH4_GLU_20180731	YNB_NH4_GLU_20180807	YNB_UREA_GLU_20180724	SC_NH4_GLU_20180827	SC_UREA_GLU_20180911	SC_NH4_GAL_20181023
MTH1	0.443233	-0.253099	-0.26602	-0.20795		-0.554601	1.094766
HXK1	0.353216		-0.010796	-0.014825	-0.26761	-0.402741	0.530306
YOR015W	0.346235		-0.018659	-0.082786	-0.192834	-0.295053	0.464778
YGR042W	0.371218	-0.275839	-0.161096	-0.216966		-0.18547	0.818773
AIM46	0.526255	-0.303224	-0.194707	-0.144559	-0.160972	-0.233232	
CYC1	0.105044	-0.23755	-0.313884	-0.051695	-0.058048	-0.011912	0.443463
GIS4	0.327738	-0.711756	-0.622987	-0.25339	-0.438829	-0.573264	1.130364
YRB30	0.274166	-0.081342		-0.075979	-0.189157	0.013951	0.367632
CLB2	0.306829	-0.155991	-0.110005	-0.427384	-0.216122	-0.007852	0.768519
YCL074W	0.217811	0.017087		-0.196204	-0.203483	0.004687	0.646712
SNX4	0.241964	-0.111188	-0.080996	-0.339383	-0.307528	0.235015	0.473983
YML035C-A	0.342045		-0.238818	-0.301075	-0.124038		0.382259
TDA2	0.213147	-0.062847	-0.049549	-0.13353		0.008104	0.22107
RPL16B							2.674225
RSC1							0.079925
SRB2		-1.224853	-1.331375	-1.867554	-0.121559	0.977255	2.62954
YJR056C		-0.154485	-0.020369	-0.267277	-0.108943	-0.005366	0.282566
DCR2	0.19724	-0.070403	0.054859	-0.306272	0.05822	0.077441	0.672208
MAK31	-0.828104	-0.051578	-0.625083	-0.288609	-0.527583	0.418331	1.858237
CTK3	-1.813629	-1.161933	-1.458257	-0.680627	-0.555819	-0.211719	3.678745
YML010C-B	-0.634201	-1.403018	-0.911399	0.306848		0.055052	2.144248
YDR154C	-0.276928		-0.251606	0.074448	-0.151958	0.039208	0.849676
FUS2	-0.2116		-0.288744	0.298405	-0.241022	0.25702	0.721512
SMA2	-0.019531	-0.200166	-0.237389	-0.196568	-0.292097	0.149132	1.009555
ATG4	0.083312	-0.110116	-0.111077	-0.075204	-0.023284	0.057229	0.802273
FIS1	-0.357371	-0.552716	-0.406544	-0.618086	0.100011	0.086788	2.212161
PTC4	-0.121723	0.088879	-0.238119	-0.272568	-0.073913	0.078669	1.07179
GAL2	-0.231858	-0.01093	0.069292	-0.151127	0.053073	-0.288	4.214942
CYC2	-0.034833	-0.125837	0.188569	-0.408209	0.145602	-0.061569	1.736744
NOP16	-0.329633	-0.562796	0.100345	-0.039273	0.233893	-0.625871	1.448277
YMR320W	-0.149037	-0.172051	-0.00755	0.138962	0.01376	-0.126144	0.465303
PET54	-1.020224	-0.305283	-0.269377	0.046285	0.422106	-0.465251	1.623119
FLC2	-0.257058	-0.164629		0.058533	0.105859	-0.193644	0.583176
MNS1			-0.105009	0.005751	0.035396	-0.117729	0.330109
YHL008C	-0.498156	0.05991	-0.018897	-0.035647	-0.045563	-0.240298	1.005659
MSN5	-0.931174	-0.157297	-0.288501	-0.354489	0.450733	0.140767	2.354586
HMO1		-0.011213	-0.273764	-0.079391	0.266776		1.797791
SPT21		-0.060455	-0.463498	-0.469813	0.332728	-0.204705	3.666444
PET117	-1.232835	0.929895	0.213107	0.923654	0.34045	-0.813543	2.277319
SAN1	-0.139169	-0.031402	0.307425	0.27721	0.031387	-0.195114	0.515311
CEX1	-1.267386	-0.192234	0.339733	0.448878	-0.073691	-0.319534	1.314048
YDR426C	-0.268343	-0.058206	0.139286	0.117657	-0.01771	-0.026363	0.599257
SWT1		-0.215944	0.272326	0.160346	0.049198	0.060178	1.38636
PIR1			0.343674	0.079801	-0.025541	0.005668	0.827261
PXA2		-0.219412	0.218248	0.16607	-0.292629	-0.048184	0.636273
YMR086C-A	-0.204857	-0.523576	0.077807	0.096206	0.003701	-0.090894	0.377727
NMD2	-0.253779	-1.03111	-0.013578	0.268021	0.2316	-0.001613	1.316573
YHR202W	-0.008612		-0.174511	0.152075	-0.110357	-0.106591	0.407564
NMA1		-0.858946	-0.198723	0.089054	-0.020847	-0.129857	0.474774
ACA1	0.018489	-0.06667	-0.004961	-0.391151	0.315849	0.519305	-0.383256
YMR155W	-0.09167	-0.244192	0.549253	-0.751746	1.460539	0.910619	-0.442821
MRPL32	0.262338	-0.240942	0.645978	-0.485822	1.289689	0.825556	
LEU9	0.586028					1.141411	-0.355633
APM3	0.321239	-0.099629	0.504148	-0.530791			
SWM2	0.404078	0.447797	1.133338	-0.402614	1.293418	1.550009	-0.372517
DIT1	0.148136	0.061106	0.67398		1.005533	0.972448	-0.457138
APA2	0.544493	-0.16289	0.241162	0.030679	0.750739	1.060662	-0.716635
AFG3	0.67861	-0.740767	0.784037	-0.595295	1.105958	1.334002	
BSC4		-0.26385	0.126487	-0.081463	0.193024	0.285514	-0.2455
YGR160W	0.946023	0.418711	0.438104	-0.882304	0.541781		-0.736929
QDR3	0.188866	0.325488	0.182679	-0.37825	0.227758	0.145176	-0.211754
YDR391C	0.206244	0.164894	0.689932	-0.361313	0.843951	0.251593	-0.481173
YKR015C	0.199081	0.039612	0.179798	-0.178276			-0.24639
CAF4	0.416621	0.158946	0.399629	-0.489605	0.905329	0.140957	-0.413678
YBR184W	0.517258	0.175674	0.411251		1.264134	0.264797	-0.894454
PET494	0.508107	-0.256613	0.694919	-0.785317	0.751406	-0.196615	
NRP1	0.370553	-0.036116	0.451115	-0.430095	0.429593	-0.074401	
YFL032W		-0.12495	0.568348	-0.480743	0.374087	0.282173	-0.544616
PNT1	-0.292581	0.129042	0.326443	-0.0892	0.752232	0.121463	0.203894
UPC2	-0.566739	0.117168	0.172901	0.180345	1.118152	0.377959	0.157213
YER121W	-0.081339	-0.013247	0.01442	0.014367	0.185466	0.032544	0.005366
SDS24	-0.118723	0.274284	0.121414	-0.068688	0.364248	0.181187	-0.00187
DCW1	-0.733427		0.037537	-0.016839	1.381962	1.046625	0.081247
SHH4	-0.74344	0.012961	-0.019801	0.337831	1.222029	-0.038136	-1.027118
RPL19B	-0.578571	-0.02127	-0.184542	0.152551	1.46167	-0.072148	-0.796364
YJL135W	-0.711029	-0.427094		-0.29654	1.193592	-0.259961	-0.32143
MCT1			0.259405		2.42737		
YMR147W	0.263679	0.014651	-0.200468	0.124224	0.388825	0.192523	0.006594
YOR199W	1.388533	0.380682	-0.405736	0.115718	2.18466	0.876593	-0.15944
DSE3	0.194378		-0.271081	0.495674	0.334199	0.290289	-0.23785
FCY2	0.431876	0.130008	-0.40407	0.574109	0.60797	0.344903	
COQ10	0.381869	0.227742	-0.215487	0.45807	0.977589	0.119846	
YER046W-A						0.545345	-0.242637
PAM17	-0.099319	-0.903774	-0.58328	0.155838	1.433551	1.450538	-0.36531
TPS2	-0.108397	-1.52346		0.070017	1.315122	1.323185	-0.331991
YAR037W	-0.163185		-0.029419	0.301321	0.688128	0.207463	-0.180212
EGD1	-0.147572	-0.331314	-0.155818	0.249098	1.275807	0.547604	-0.18322
TRX2		-0.308986	-0.157206	0.010816	0.744907	0.386003	-0.261791
YDL241W	0.016074	-0.070478	-0.244206	0.141779	0.364605	0.251353	-0.099117
YDL071C	-0.000014	-0.256579	-0.540519	0.65967	1.377814	0.775313	-0.547223
EGD2	-0.067487		-0.704167	0.31401	0.238347	0.684315	-0.345315
MNE1	-0.202682		-0.518261	0.223546	0.709453	0.605725	
SPT8		0.234213		0.146239	0.3817	0.415681	-0.105938
JLP2	0.239738	0.296462	-0.218832	-0.064189	0.297281	-0.009895	-0.330967
NRG2	0.288931	0.288251	-0.278639	-0.012205	0.287931	0.138451	-0.37557
COQ2	0.639683	0.909434	-0.909377	-0.311577	1.018377	0.334779	
PNG1	0.429844	0.218434	-0.098323	-0.079294	0.400917	0.070052	-0.359563
YBR206W	0.202272	0.349815	-0.182707	-0.063521	0.482161	0.306446	-0.151087
LSP1	0.059567	0.493831	-0.125679	-0.17482	0.797876	0.309269	-0.735355
RAD28	0.26417		-0.187849	0.153638	0.616613	0.241739	-0.291299
NNF2	0.402417	0.067104	-0.45702	0.536712	1.238078	0.380033	-0.732697
ATP15	0.993483	-0.334893	0.143419	0.36428	2.151535	0.591311	-1.426101
YJR039W	0.292078	-0.016984	-0.096123	0.172785	0.533362	-0.036738	-0.327932
YPL014W	0.064076	-0.011095	-0.158605	-0.02498	0.301003	-0.080315	-0.18081
TRM9		-0.104347	-0.966344	-0.236313	1.778854	-0.219102	-1.050465
ADH5	0.172319	0.066638	0.024328		0.399198	-0.189745	-0.158274
IML3	0.457099	0.497477		0.038502	1.225085	-0.418931	-0.782771
YER152C	0.076657	0.149993	-0.026808	0.029567	0.414844	-0.075816	-0.044308
YJL007C	0.00164	0.072949	0.027403	0.217392	0.297719	-0.001765	-0.102919
TRE1	0.037816	0.182747	0.007567		0.586286	-0.085128	-0.2692
RDL2	-0.046329	0.221741	0.178346	0.275715	0.692677	-0.043422	-0.152829
PMC1	0.680366	0.288796	0.406716	0.622078	0.99598		-2.179657
RRT12	0.416087	0.214725	0.303894	0.334934	0.579842	0.588464	
ICT1	0.226366	0.121712	0.434362	0.203705	0.4834	0.696387	-1.071074
RPA14	0.565474	0.556013	0.389135	0.120925	0.559082	0.770982	-1.321292
MAG1	0.039334		0.181328	0.03217	0.218608	0.217149	-0.439204
GTR1		0.888206	0.8402	0.030475	1.024494	1.085782	-2.189441
AIM41	0.394757	0.327779	0.108943	-0.035975	0.378058	0.142658	-0.469444
ATC1	0.548912	0.580422	0.347386	0.110105	0.694489	0.285107	-0.758825
PEX10	1.857447	0.785696	0.540855	0.293085	1.410916	0.741349	-2.283871
BUD21	1.544098	1.597233	0.712807	0.067273			
LSB6		0.432974	0.198067	0.026523	0.106046	0.092363	-0.436404
YCR085W	0.444937	0.495052	0.274682	0.100398	0.153844	0.335616	-0.614847
URA8	0.088603	0.453544	0.197398	0.102407	0.30374	0.200748	-0.195258
IRC23	0.079664	0.445836	0.193738	-0.110982	0.415696	0.458904	-0.277423
SLY41	-0.051915	0.397076	0.04864	-0.022886	0.215587	0.28006	-0.268077
LAP2	-0.168211	0.293653	0.169989	0.01797	0.264655	0.483316	-0.16994
MYO3	0.33969		0.226129	0.011427		0.93533	-0.24639
MIT1		0.552588	0.394766	0.011427	0.355753		
HEF3		0.298745	0.169911	0.012782	0.248926	0.828621	-0.522774
ECM22		0.091349	0.161391	-0.005855	0.098905	0.453224	-0.077532
DJP1	0.99763	0.247392	0.82371	-0.290558	1.474442	1.14406	-0.966775
YMR254C	0.302391				0.35722	0.32104	-0.043132
ICY2		0.092532		-0.030529			-0.24639
MOH1	-0.322856	-0.088665	0.041951	-0.077092	0.220943	0.046953	-0.405821
YMR084W	-0.101968	-0.205977	0.120061	-0.002101	0.283158	0.056258	-0.365182
RAS2	-0.410553	-0.075821	0.116607	0.156769	0.63324		-1.290428
SPC2	-0.906861	0.057511	-0.266307	0.234521	1.098134	-0.071205	-3.234045
YGR045C	-0.399111	-0.206053		0.130509	0.207874	0.102226	-1.113974
SGA1	-0.361957		0.057859	0.205246	0.189038	0.070694	-0.743786
MLF3	-0.026549	0.307916	0.798718	0.276225	1.305046	0.386125	-3.117912
SOP4	-0.196153	0.055453	0.213144		0.788833	0.41924	-2.23381
PAI3	-0.373324	-0.140422	0.40953	-0.131117	0.808235	0.303679	-2.358938
BUL2	0.007636	-0.194049	0.563279	0.103203	0.370654	-0.050971	-0.786329
RPL6A	0.031036	0.384378	1.290406	-0.360342	2.03319	0.127146	-1.983902
RPL4A	0.079881	0.157857	0.619785	0.080504	0.470641	0.294696	-0.883051
YNL040W	0.067404		0.067998	0.323998	0.610906	0.691059	-1.028902
SKY1	0.344587	-0.68253		0.777708	0.818801	0.916894	-1.848649
GIP1	0.121818	-0.357735	0.218647		0.364586	0.236091	-1.299377
YOR225W	0.06132		0.070115	0.245787	0.289064	0.197526	-0.721476
WHI2	-0.238236	-0.170055	-0.842528	0.970397	0.920769	1.152193	-1.819045
DCI1	-0.077768		-0.092599	0.472784	0.390646	0.289588	-0.593461
NUP42	0.200704	0.045484	-0.031097	0.450485	0.272534	0.064794	-0.901586
NAT5	0.4985	0.330832		0.727767	0.906852	-0.037519	-1.739971
RIM15	0.077984	0.055526	0.090362	0.299389	0.354649	0.014439	-0.592236
YAP6	0.386993	-0.023459	-0.051252	0.364265	0.7461	0.015308	-0.899476
PCP1	1.5802	0.077132	0.080063	1.173219	2.446416	1.116722	
VPH1	0.251664	-0.003307	-0.002452	0.152025	0.447083	0.195238	-0.597879
TPK1	0.536983	0.077663		0.590769	1.303629	0.417817	-2.168934
YKR070W	0.459603	0.067933	0.109225	0.200223	0.664573	0.408171	-1.125005
TMA108	0.036903	0.075108	-0.054371	-0.0636	0.784221	0.11366	-0.871965
YIR016W	0.168634	-0.330602	-0.060965	0.054143	0.833756	0.129382	-1.016862
MST1	-0.916398	0.093981	1.603274	0.769871	1.347345	0.421187	
YGR053C	-0.190016	0.060989	0.326476	0.257944	0.34472	0.120568	-0.229902
ISU2	-0.131782	0.111585	0.409022	0.162908			
ARL1	-0.58643			0.726259	1.135741	0.382174	-0.780281
AGP3	-0.176007	-0.082204	0.42133	0.403311	0.347427	0.274479	-0.114167
YAL045C	-0.189815	-0.128042	0.587208	0.508571	0.530353	0.215576	-0.053582
PHA2					1.06332		
QCR8	-0.348076		1.220665	0.87857	1.60099	0.966768	-0.24639
REV1	-0.322436	-0.014657		0.390627	0.766703	0.635625	-0.098566
TOS3	-0.676554	0.065747	0.344306	0.673184	0.635292	0.327247	-0.379621
CSI2							-0.24639
YAR040C	-0.315615	-0.172175	0.432446	0.342729	0.548732	0.360689	-0.3884
YGL041C	-0.162686	-0.002234	0.058668	0.30471			
SEO1	-0.161709			0.292813	0.992717	0.887273	-1.220834
THI74	-0.158748	0.235372	0.190216	0.788928	0.234832	0.427888	-0.531308
YEL008W	-0.301012	-0.040722	0.492143	0.494106		0.727513	-0.38245
YDR161W		0.045095	0.236016	0.46965	0.098704	0.43291	-0.164932
NNT1	-0.428958	0.743866	0.333052	0.622406	0.45272	1.597425	-1.772821
BLM10	-0.029245	0.076289	0.464684	0.426564	0.828127	0.21139	-0.697333
SRO77	-0.092027	0.283366	0.268784		1.379823	1.535084	-1.111123
PHR1	-0.142272		0.24852	0.507225	1.157745	0.985914	-0.582646
WSC3	-0.015525	0.00139	0.37014	0.371091	0.429224	0.584663	-0.627276
YOL014W	-0.081164	0.06863	0.140396	0.10779	0.252474	0.173348	-0.228096
SDH7	0.140621	0.357978		0.332952	1.871483	1.312036	-1.379611
PDR10	0.252973	0.33644		0.510594	1.716288	1.260988	-1.480603
YEL020C		0.047653	0.470613		0.48931	0.361571	-0.428475
RGI1	-0.208312	0.144948	0.154545	0.381732	0.383831	0.128338	-0.449264
PCI8	-0.269023	0.770421	0.131199	0.481367	0.85088	0.653485	-1.278744
HXT2	-0.384987		0.054554	0.326327	0.730789	0.139557	-0.58687
YOR186W		0.503713	0.111103	0.513047			-0.910193
PCL9	-1.040804	0.00423	0.49194	0.420024	0.49156	0.673717	-1.634778
SPI1	-0.5031		0.187764	0.220372	0.531043	0.183229	-0.454688
SCM4		-0.090022	0.325974	0.303714	0.641656	0.314444	-0.709469
TIR2		-0.054106	0.624152	0.364175	1.146777	0.831852	-1.436423
ADY2	-0.223411	0.327369	0.327708	-0.064081	0.588533	0.092043	-0.238158
MVB12	-0.309133	0.586476	0.874255	0.402481	0.665572	0.321048	-1.056589
YIR035C	-0.113716	0.161919	0.267645	0.103904	0.211929	-0.015728	-0.197888
DUG1		0.441512	0.606931	0.340942	0.364727	-0.055778	-0.420494
HBT1	0.225632	0.069437	-0.513408	0.010016	-0.665092	0.698164	-0.314848
YLR334C	0.1012	-0.157909	-0.338235	-0.03182	-0.641142	0.682014	-0.061487
MET31	0.252755	0.172218	-0.645777	-0.216772	-0.674112	0.377825	-0.523966
CMR3	0.2168	0.052064	-0.421903	0.06536	-0.298728	0.067755	-0.365132
EXG2	0.253084	-0.186724	-0.795045	0.21772	-0.463892	0.308143	-0.39371
YPR022C	0.1785	0.300493	-0.436002	0.076976	-0.261227	0.254766	-0.1695
YJR096W	0.366251	0.204675	-0.142558	0.064968	-0.059943	0.063246	-0.260784
MRP7	0.80631	0.43981	-0.20221	-0.019478	-0.003318	0.069218	
PIG2	0.565576	0.185366	-0.000155	0.028447	0.079077	0.163116	-0.15354
GIS3	0.574673	0.18485	0.027293	-0.093184	-0.134278		-0.194732
YOR379C						0.157874	-0.263102
TDA6	0.376834	0.252806	0.163157	-0.059142	-0.04237	0.093765	-0.331243
YKL050C	0.782686	0.389869	0.218227	0.158083	-0.27837	0.160053	-0.64977
HO	0.31661	0.092532	0.054325	0.011427	-0.248197	-0.083805	-0.24639
MEP1	0.317951	0.141676	-0.10602	-0.076947	-0.240976	-0.039028	-0.285882
JID1	0.18287	0.256359	0.059259	0.126886	-0.225125	-0.029218	-0.33794
PSR1	0.164859	0.335751		0.267512	-0.278154	0.116192	-0.534322
DFM1	0.293306	0.306617	0.026872	0.114396	-0.573574	0.076398	-0.522193
SSK1	1.067768	0.898585		-0.00567	-0.928282	-0.608268	-1.729754
YNR066C	0.329609		-0.014209		-0.469674	-0.109106	-0.597556
REC104		0.092532		0.011427			-0.208615
PET10	0.192472	0.403401	-0.073382	0.150513	-0.657778	-0.415555	-0.881442
LAG1	0.595111	0.542969	-0.342445	0.072546	-0.434614	-0.103128	-1.611447
YDR010C	0.27234	0.147878			-0.186927	-0.080477	-0.705866
FRE2			-0.60458	-0.486764	-1.066171	-0.403451	-3.816444
ART10		0.341607	-0.056734	-0.060088	-0.155987	-0.191674	-0.606257
MCX1	0.450979	0.204818	-0.022385	-0.047643		0.064765	-0.591149
YNL122C		0.457129	0.018323	0.065961	-0.160735	0.236616	-1.346669
MTQ1	0.489492	0.231541	0.143152	0.02977	-0.388137	0.227742	-0.737168
PEX12		0.267384	0.065583	0.106966	-0.466853	0.054505	-1.128781
YPR150W	0.66135	0.048542	-0.031757	0.094473	0.141976	0.623392	-0.440712
HSP42	0.561958		0.127921	0.293631	0.029441	0.490444	-0.336109
NEJ1	0.379506	-0.051048	0.020707	0.182613	-0.067323	0.323573	-0.112421
ATG23	0.91482	-0.200439	-0.284106	0.835879	-0.363026	0.688038	-0.486915
YMR253C	0.326282	-0.097808	0.062513	0.278125	0.014058	0.13348	-0.190932
YJL049W	0.281204	0.050158	-0.214937	0.340551	-0.336651	-0.037942	-0.285414
NSI1	0.23239	0.080763	-0.038413	0.475189	-0.325088	-0.030998	-0.305272
YNL095C	0.51487	0.331514	-0.115361	0.596895	-0.506639	0.175603	-0.569479
ECM5	0.160731	0.1779	-0.074018	0.231087	-0.23345	0.215379	-0.226988
VPS63	0.344767	0.108148	-0.83651	0.583264	-0.263102		-1.078143
SLM2		-0.015216	-0.195018	0.252624	-0.124574	0.306893	-0.301847
PBI2	0.835025	-0.118796	-0.021699	0.625276	-0.287454	0.660274	-1.352217
RPL8A	1.006784	-0.675868	-0.319041	-0.015151	-1.52829	-3.873907	-0.64293
VTC1	0.416483	-0.088098	-0.083328	-0.077253	0.059962	-0.446433	-0.135969
SAL1	0.144745	-0.163817		-0.063846			-0.0844
SPO19		-0.257183	-0.364809		0.047499	-0.550196	
ECM8	0.416218	0.272931	-0.190104	-0.059043	0.019788	-0.152293	-0.330523
DTR1	0.323522	0.484111	-0.298811	-0.048027	-0.145961		-0.555898
HCS1	0.407434		-0.201617	0.227742	-0.139471	-0.096594	-0.318686
YDR131C	0.379238	0.046855	-0.281778		-0.202135	-0.066814	-0.29783
YMR172C-A	0.349741	0.150244	-0.208297	0.093411	-0.114663	-0.222558	-0.359427
TPO4	0.228437		-0.256054	0.103233	-0.018653	-0.148385	-0.164288
YOR041C	0.296587		-0.420065	0.067827	0.002329	-0.306061	-0.232999
YHR127W	0.429038		-0.113614	0.336959	-0.135479	-0.322113	-0.278251
COA4	0.453413	-0.390321	-0.18805	0.201102	-0.200792	-0.236065	
PSH1	0.36441	-0.231044	-0.163163	0.298331	-0.214518	-0.269841	-0.754017
SNA2	0.326776	-0.157422	-0.175674	0.247123	-0.131776	-0.092467	-0.489598
ADH4	0.183978	-0.232841	-0.278221	0.378776	-0.593015	-0.474777	-0.301558
YER034W	0.292139	-0.564957		0.28128	-0.476864	-0.336603	-0.444459
YER134C	0.309732		-0.178188	0.280203	-0.406488	-0.252333	-0.304101
YAP1802	0.443413		-0.278295	0.558103	-0.657005	-0.321374	-0.691281
YCL042W	0.16376					-0.259975	-0.24639
ATP17	0.781846	0.264709	-0.151682	0.270905			
LPX1			-0.148288	0.229038	-0.593371	-0.372086	-0.319643
TMA10	0.385982	0.321885	-0.152294	0.133466	-0.312049	-0.253214	-0.245871
YGR182C	0.393501	0.040991	-0.059568	0.251516	-0.303955	-0.217889	-0.161662
TEA1	0.697795	-0.228726	-0.153172	0.146947	-0.439776		0.111861
VMS1	0.859728	-0.073293	-0.353465	0.167494	-0.336928	-0.54155	-0.033073
TPA1	0.359898		-0.092576	0.106808	-0.103573	-0.269014	-0.09271
ATG12	0.148702	-0.032408	-0.120598	0.096481	-0.185019	-0.120071	-0.030463
YOR343C	0.176283	-0.011247	-0.099879	-0.018671	-0.193963	-0.206071	-0.057678
SLM1	0.596421	-0.06438	0.205072	0.174831	-0.60655	0.203039	-0.473547
YAP7	0.298801	-0.080585	0.18781	0.531027	-0.34129	0.089667	-0.444247
ATO2	0.241271			0.416769	-0.379417	0.003431	-0.338986
TIP41	0.109012	-0.309479	0.048041	0.272833			
QCR9			0.302813			0.25573	
KCS1					-0.527661		-0.519483
YDL180W	0.116731	-0.140586	0.315861	0.292086	-0.376103	0.35975	-0.409522
IRC7	0.439142	0.008481	0.279488	0.175592	-0.125577	0.154649	-0.170376
PRS5	0.488349	0.08533	0.327811	0.148899	-0.094626	0.007915	-0.173061
RPN13	0.497615	0.390636	0.363837	0.264701	-0.246391	0.119936	-0.200948
YDL032W	1.602202		0.70074	0.874342			
PRM8		0.38844	0.456967		-0.189074	0.119848	-0.219851
YLR312C	0.471784	0.229508	0.456079	0.166757	-0.358328	0.117089	-0.302416
RPL22B	0.250532		0.265893	0.150226	-0.303247	0.061757	-0.236336
SSP1	0.163912	0.251312	0.28091	0.097303	-0.295866	0.1664	-0.056411
YBR224W	0.470546	0.154248	0.559663	0.319994	-0.025718	0.899068	-0.93295
YLR345W	0.745272	0.100235	0.79248	0.184572	0.111428	0.237043	-0.458649
PEX3	0.755347	0.501302	1.18351		-0.092766	0.465433	-0.689813
GCR2	0.909885	0.559385	1.705572	0.201822		1.264749	-1.425657
RSM7		0.270631	1.099598	0.03108	-0.003135		
ALY2	0.236648	0.221829	0.363893	0.065119	0.036316	0.300101	-0.345592
YGL262W	0.03841	-0.249583	0.39046	-0.182587	-0.010349	0.116546	-0.468043
YGL242C	0.443048	-0.243662	0.418516	-0.187648	-0.06162	0.388293	-0.40119
LOT6	0.256066	-0.189207	0.223113		-0.066397	0.221537	-0.533441
"DUR1,2"	0.478048	-0.149726	0.420289	0.107614	-0.023471	0.364373	-0.706235
FRT1	-0.068113	-0.187494	0.207146	0.391815	0.163163		-0.349133
MRPS5	0.3643	-0.19512	1.413567	0.916665	0.008666		
YCR006C					0.166204	0.17283	-0.335577
YBR053C	0.132597	-0.28422	0.128191	0.096696	-0.003	0.067007	-0.271162
AZR1	0.186667	-0.396264	0.250534		0.05139	0.117609	-0.299377
RNH1	0.22938	-0.308428	0.122063	0.301711	-0.018595	0.160534	-0.413403
VID30	0.284836		0.23746	0.495748	0.197693	0.398604	-0.638662
LAG2	-0.091835	-0.358611	0.444141		-0.165205	-0.00837	-0.741631
YDR278C			0.079172	0.363409	-0.02493	0.003357	-0.151383
KTR2	0.40574	-0.094296	0.348695	0.249975	-0.075014	-0.30328	-0.292028
ARI1	0.202628		0.120487	0.137159	-0.028268	-0.235783	-0.073533
YJL107C	0.339524	-0.203732	0.330841	0.208194	-0.115317	-0.333405	-0.150448
YLR108C	0.103671	-0.064706	0.057215	0.14934		-0.142312	-0.195326
FMP23	0.195474		0.227593	0.306794	0.04061	-0.318915	-0.58341
YDR445C	0.187862	0.064757	0.275313	0.207606	-0.049017	-0.227185	-0.269865
MLC2	0.263042	0.016413	0.395745	0.210862	-0.254187	-0.360397	-0.542832
LOS1	0.564992	0.125999	0.755975	0.474926	-0.345594	-0.596357	-1.0957
YMR193C-A	0.511817	0.38056	0.589772	0.238897	-0.452688	-0.940213	-1.605697
HBS1	-0.14014	-0.183712	0.642382	-0.078446	-0.137746	-0.63521	-1.044993
DDI1	0.029956	-0.041672	0.50406	-0.125817	-0.11835	-0.509938	-0.637842
MLH2	0.142339					-0.450899	-0.388452
LYP1	0.054049	-0.06748	0.397336	0.124722			
NVJ2		-0.030042	0.348057	0.086948	-0.289358	-0.491131	-0.722022
MGR3	0.177934	-0.010959	0.285425	-0.015782			
YGR022C		-1.02224			-0.154812	-1.209761	-1.91353
AFR1	0.549303		0.11946		-0.130359	-0.339965	-0.472295
AST2	0.48391	0.228251	0.106469	0.216966			
AGP2	0.435679	0.216453	0.033746	0.350257	-0.028066	-0.161405	-0.470269
YMR196W	0.300676		0.151669		-0.161206	-0.015346	-0.596526
EFT2		0.092532		0.205103			-0.24639
STB3		0.191964	0.094283	0.424174	-0.061099	-0.026929	-0.332762
BIO4	0.544919	0.270964	0.274717	0.420065	-0.146601	-0.130406	-0.442927
YMR252C	0.613242		0.635871	0.461356	-0.175609	-0.223033	-0.609518
YPL229W		0.062974	0.185872	0.402467	-0.123608	-0.148751	-0.24127
CYC7	0.261148	0.081004		0.066543	-0.119793	-0.28997	-0.172373
YML131W	0.09387		0.015368	0.016249	-0.057982	-0.141265	-0.116845
YER181C	0.185919	0.115028	0.17953	0.07593	-0.089888	-0.520415	-0.344416
RPS23A	1.364618	0.579481	0.888994	0.263932	-0.352542	-0.572168	-0.907136
TMA22	1.427409	0.749674	0.911306	-0.133004	-0.855248	-0.800955	-1.513879
RPS30B	0.860807	0.546826	0.367651	0.080567	-0.112009	-0.457102	-0.809051
CTT1	0.321461	0.253933	0.06006	0.007735	-0.044481	-0.316978	-0.34651
RDH54	0.240434	-0.128826	0.194257	0.193622	-0.295278	-0.062792	
YLL047W	0.257711	-0.163364		0.193513	-0.232257	-0.011552	-1.00694
PUN1	0.499723	0.465004	0.275843	0.301226	0.134564	-0.377215	-0.793338
RPL9A	1.266262	0.862348	1.310344	0.880384	0.449324	-0.995372	-1.824941
CLB6	0.417609	0.33629	0.348492	0.336486	0.241472	-0.105182	-0.440934
RPL19A	1.593015	0.441116	1.884679	-0.316696	0.364161		-1.672927
SSK2	1.264726	0.367631	1.054512	-0.453083		-0.430883	-1.085474
FPK1	0.434264	0.34997	0.495398	-0.018577			
YJL055W					0.553504	-1.214836	-1.269409
IMO32	0.237209	0.214997	0.232521	0.047737	0.128571	-0.184802	-0.234912
RPL26A	0.798876	0.526262	0.706866	0.243342	0.169887	-0.436632	-0.639247
AFG1	0.287453	0.103086	0.543233	0.176853	0.506572	-0.244973	-0.559818
YDR210W		0.129018	0.288852	0.06806	0.179247	-0.153302	-0.269085
ZRT3	0.24521	0.305892	0.28119	0.124508	0.07933	-0.521426	-0.220559
MRPL16	0.064131	0.476304	1.092665	-0.15196	1.463511	-0.771768	
RPS9B	1.015081	1.08672	1.612833	-0.630592	1.783404		-1.312207
YJL147C	0.193063	0.313238	0.324431	-0.098364		-0.420746	-0.342084
SNU66	0.538694	0.181283	0.333164	-0.154408	0.437928	-0.509726	-0.162041
IST3		0.270874	0.834884	0.011261	1.53797	-1.784772	-1.02544
OYE2		0.118304	0.236762	0.041603	0.332925	-0.424546	-0.322067
