	V5	V2	V3	V4	SC_NH4_GAL_20181023	SC_NH4_GLU_20180827	SC_UREA_GLU_20180911	YNB_NH4_GLU_20180713	YNB_NH4_GLU_20180731	YNB_NH4_GLU_20180807	YNB_UREA_GLU_20180724	V1	Size	InData	FracInData
302	complex302	Benschop2010	YCR072C; YDR101C; YER126C; YGR245C; YHR085W; YLR074C; YLR106C; YNL182C; YNR053C	RSA4; ARX1; NSA2; SDA1; IPI1; BUD20; MDN1; IPI3; NOG2	-0.66	-1.71	-1.39	0.24	-1.14	0.49	-0.56	putative Arx1-Rsa4-Sda1-Ipi3-Nsa2-Nog2-Bud20-Ipi1-Mdn1 complex	9.00	2.00	0.22
108	complex108	Baryshnikova2010	YAL003W; YBR118W; YKL081W; YPL048W; YPR080W	EFB1; TEF2; TEF4; CAM1; TEF1	-0.69	-0.17	-0.57	-0.90	-2.48	-1.10	-1.35	eEF1	5.00	2.00	0.40
44	complex44	Baryshnikova2010	YAL021C; YCR093W; YDL165W; YER068W; YGR134W; YIL038C; YNL288W; YNR052C; YPR072W	CCR4; CDC39; CDC36; MOT2; CAF130; NOT3; CAF40; POP2; NOT5	-0.71	-0.90	-0.85	-0.86	-0.38	-0.61	-0.64	CCR4-NOT core complex	9.00	3.00	0.33
175	complex175	Benschop2010	YBL002W; YBL003C; YGL241W; YKR048C; YOL012C	HTB2; HTA2; KAP114; NAP1; HTZ1	-0.73	-0.92	-0.71	-0.62	-0.37	-0.41	-0.59	Kap114-Nap1 histone complex	5.00	4.00	0.80
294	complex294	Baryshnikova2010	YBR188C; YDR416W; YGR129W; YJR050W; YLL036C; YLR117C; YMR213W; YPR101W	NTC20; SYF1; SYF2; ISY1; PRP19; CLF1; CEF1; SNT309	-0.75	0.05	0.30	-0.13	-0.45	-0.33	-0.09	Prp19-associated complex	8.00	4.00	0.50
172	complex172	Benschop2010 & Baryshnikova2010	YDL002C; YDR190C; YER092W; YFL013C; YFL039C; YGL150C; YJL081C; YLR052W; YNL059C; YNL215W; YOR141C; YOR189W; YPL129W; YPL235W	NHP10; RVB1; IES5; IES1; ACT1; INO80; ARP4; IES3; ARP5; IES2; ARP8; IES4; TAF14; RVB2	-0.78	0.16	-0.45	-1.63	-1.73	-1.26	-1.36	INO80 complex	14.00	6.00	0.43
80	complex80	Benschop2010	YCL031C; YGR090W; YLR223C; YOR039W; YPR104C	RRP7; UTP22; IFH1; CKB2; FHL1	-0.78	-0.93	-1.81	-3.30	-2.29	-2.86	-3.59	CURI complex (GO)	5.00	1.00	0.20
506	complex506	Benschop2010	YCR002C; YDL225W; YHR107C; YJR076C; YJR092W; YLR314C	CDC10; SHS1; CDC12; CDC11; BUD4; CDC3	-0.79	-1.69	-1.37	-1.10	-1.22	-0.60	-0.02	septin complex	6.00	1.00	0.17
163	complex163	Baryshnikova2010	YCR073C; YER118C; YGR014W; YJL128C; YLL043W; YLR006C; YLR113W; YLR248W; YNR031C; YOR208W; YPR075C	SSK22; SHO1; MSB2; PBS2; FPS1; SSK1; HOG1; RCK2; SSK2; PTP2; OPY2	-0.87	-0.44	-0.91	-0.34	-0.70	-0.62	-0.41	HOG pathway	11.00	11.00	1.00
213	complex213	Baryshnikova2010	YGL086W; YGL116W; YGR188C; YJL013C; YJL030W; YOR026W	MAD1; CDC20; BUB1; MAD3; MAD2; BUB3	-0.87	-0.41	-0.69	-0.64	-0.82	-1.18	-1.00	mitotic checkpoint complex	6.00	4.00	0.67
575	complex575	Baryshnikova2010	YDL030W; YDL043C; YER029C; YFL017W-A; YGR074W; YIR005W; YIR009W; YJL203W; YLR147C; YLR275W; YML049C; YMR240C; YMR288W; YNL286W; YOR159C; YOR319W; YPL213W; YPR182W	PRP9; PRP11; SMB1; SMX2; SMD1; IST3; MSL1; PRP21; SMD3; SMD2; RSE1; CUS1; HSH155; CUS2; SME1; HSH49; LEA1; SMX3	-0.89	1.22	-1.96	NaN	0.38	0.85	0.01	U2 snRNP complex	18.00	1.00	0.06
150	complex150	Baryshnikova2010	YBR077C; YGR163W; YKL143W; YKR007W; YML121W	SLM4; GTR2; LTV1; MEH1; GTR1	-0.96	-0.04	-0.30	-1.29	-0.24	-0.06	-0.66	GSE Complex	5.00	4.00	0.80
69	complex69	Benschop2010	YAR003W; YBR175W; YBR258C; YDR469W; YHR119W; YKL018W; YLR015W; YPL138C	SWD1; SWD3; SHG1; SDC1; SET1; SWD2; BRE2; SPP1	-0.97	-1.92	-1.63	-1.06	-1.36	-1.36	-1.01	COMPASS complex	8.00	5.00	0.63
82	complex82	Baryshnikova2010	YBL045C; YDR529C; YEL024W; YFR033C; YGR183C; YHR001W-A; YJL166W; YOR065W; YPR191W	COR1; QCR7; RIP1; QCR6; QCR9; QCR10; QCR8; CYT1; QCR2	-1.07	0.08	0.09	0.09	-0.23	-0.19	-0.36	"Cytochrome bc1 complex (Ubiquinol-cytochrome c reductase complex, complex III)"	9.00	9.00	1.00
155	complex155	Baryshnikova2010	YBR127C; YDL185W; YEL027W; YEL051W; YGR020C; YHR026W; YHR039C-A; YKL080W; YLR447C; YOR270C; YOR332W; YPL234C; YPR036W	VMA2; VMA1; VMA3; VMA8; VMA7; VMA16; VMA10; VMA5; VMA6; VPH1; VMA4; VMA11; VMA13	-1.12	-0.53	-0.65	-1.27	-1.41	-1.64	-1.61	"H+-transporting ATPase, vacuolar"	13.00	5.00	0.38
560	complex560	Baryshnikova2010	YBR081C; YBR198C; YCR042C; YDR145W; YDR167W; YDR176W; YDR392W; YDR448W; YER148W; YGL112C; YGR252W; YGR274C; YML015C; YML098W; YML114C; YMR005W; YMR227C; YMR236W; YOL148C; YPL011C; YPL129W	SPT7; TAF5; TAF2; TAF12; TAF10; NGG1; SPT3; ADA2; SPT15; TAF6; GCN5; TAF1; TAF11; TAF13; TAF8; TAF4; TAF7; TAF9; SPT20; TAF3; TAF14	-1.20	0.31	0.35	-3.05	-2.94	-3.21	-2.33	transcription factor TFIID complex	21.00	2.00	0.10
154	complex154	Baryshnikova2010	YBR127C; YDL185W; YEL027W; YEL051W; YGR020C; YHR026W; YHR039C-A; YKL080W; YLR447C; YMR054W; YOR332W; YPL234C; YPR036W	VMA2; VMA1; VMA3; VMA8; VMA7; VMA16; VMA10; VMA5; VMA6; STV1; VMA4; VMA11; VMA13	-1.20	-0.76	-0.95	-1.47	-1.54	-1.81	-1.71	"H+-transporting ATPase, Golgi"	13.00	5.00	0.38
595	complex595	BJV curation	YBL041W; YER012W; YER094C; YFR050C; YGL011C; YGR135W; YGR253C; YJL001W; YML092C; YMR314W; YOL038W; YOR157C; YOR362C; YPR103W	PRE7; PRE1; PUP3; PRE4; SCL1; PRE9; PUP2; PRE3; PRE8; PRE5; PRE6; PUP1; PRE10; PRE2	-1.30	1.38	0.41	1.04	1.09	1.20	0.33	20S proteasome core particle	14.00	1.00	0.07
86	complex86	Baryshnikova2010	YAL041W; YBR200W; YDL135C; YDR309C; YDR379W; YER155C; YFL047W; YGR014W; YGR221C; YHR061C; YLR229C; YNL298W; YOL113W; YOR127W; YPL115C; YPL161C	CDC24; BEM1; RDI1; GIC2; RGA2; BEM2; RGD2; MSB2; TOS2; GIC1; CDC42; CLA4; SKM1; RGA1; BEM3; BEM4	-1.42	-0.57	-0.76	-0.85	-0.86	-1.06	-1.34	cytoskeleton assembly pathway	16.00	11.00	0.69
530	complex530	Benschop2010	YBL026W; YCR077C; YDL160C; YDR378C; YER112W; YER146W; YJL124C; YJR022W; YLR438C-A; YMR268C; YNL147W	LSM2; PAT1; DHH1; LSM6; LSM4; LSM5; LSM1; LSM8; LSM3; PRP24; LSM7	-1.56	-1.17	NaN	1.02	0.13	1.20	0.02	snRNP U6	11.00	2.00	0.18
281	complex281	Baryshnikova2010	YER149C; YLL021W; YLR313C; YLR319C; YNL271C	PEA2; SPA2; SPH1; BUD6; BNI1	-1.70	-2.06	-1.65	-1.69	-1.78	-1.52	-1.26	polarisome	5.00	4.00	0.80
576	complex576	Baryshnikova2010	YBL026W; YBR055C; YBR152W; YDL098C; YDR378C; YDR473C; YEL026W; YER029C; YER112W; YER146W; YER172C; YFL017W-A; YGR006W; YGR074W; YGR075C; YGR091W; YHR165C; YJR022W; YKL173W; YLR147C; YLR275W; YLR438C-A; YNL147W; YOR159C; YOR308C; YPR082C; YPR178W; YPR182W	LSM2; PRP6; SPP381; SNU23; LSM6; PRP3; SNU13; SMB1; LSM4; LSM5; BRR2; SMX2; PRP18; SMD1; PRP38; PRP31; PRP8; LSM8; SNU114; SMD3; SMD2; LSM3; LSM7; SME1; SNU66; DIB1; PRP4; SMX3	-1.73	-0.57	-0.60	0.02	-0.39	-0.24	-0.91	U4/U6 x U5 tri-snRNP complex	28.00	3.00	0.11
253	complex253	Benschop2010	YBR275C; YDL042C; YDL220C; YDR082W; YDR227W; YGR099W; YLR010C; YLR150W; YLR442C; YLR453C; YNL216W	RIF1; SIR2; CDC13; STN1; SIR4; TEL2; TEN1; STM1; SIR3; RIF2; RAP1	-1.74	-1.49	-0.95	-0.43	-0.36	0.10	-0.35	nuclear telomere cap complex (GO)	11.00	3.00	0.27
61	complex61	Baryshnikova2010	YBR195C; YDL042C; YDR227W; YKR101W; YLR442C	MSI1; SIR2; SIR4; SIR1; SIR3	-1.79	-1.01	-2.60	-2.57	-3.35	-2.14	-2.20	chromatin silencing complex	5.00	1.00	0.20
589	complex589	Baryshnikova2010	YCL005W-A; YEL027W; YHR026W; YLR447C; YMR054W; YOR270C; YPL234C	VMA9; VMA3; VMA16; VMA6; STV1; VPH1; VMA11	-1.80	-0.55	-1.56	-0.79	-0.80	-0.83	-1.02	"vacuolar proton-transporting V-type ATPase, V0 domain (AB)"	7.00	4.00	0.57
126	complex126	Benschop2010	YDR211W; YER025W; YGR083C; YJR007W; YKR026C; YLR215C; YLR291C; YOR260W; YPL237W	GCD6; GCD11; GCD2; SUI2; GCN3; CDC123; GCD7; GCD1; SUI3	-2.15	-0.37	-1.86	-1.66	-1.83	NaN	-1.29	eukaryotic translation initiation factor 2B complex	9.00	1.00	0.11
111	complex111	Baryshnikova2010	YGR262C; YJL184W; YKR038C; YKR095W-A; YML036W	BUD32; GON7; KAE1; PCC1; CGI121	-2.39	0.29	-0.54	-0.49	-0.47	-1.27	-0.71	EKC/KEOPS protein complex	5.00	2.00	0.40
198	complex198	Benschop2010	YGR033C; YJL104W; YJL143W; YLR008C; YNR017W; YPL063W	TIM21; PAM16; TIM17; PAM18; TIM23; TIM50	-2.95	-0.69	-1.52	-0.71	-0.74	-1.45	-1.08	mitochondrial inner membrane presequence translocase complex (GO)	6.00	1.00	0.17
57	complex57	Baryshnikova2010	YBL061C; YBR023C; YHR142W; YJL099W; YLR330W; YOL003C	SKT5; CHS3; CHS7; CHS6; CHS5; PFA4	-3.31	-4.02	-3.06	-3.56	-2.26	-3.62	-2.59	chitin biosynth pathway	6.00	2.00	0.33
